target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 166739520,166739520,105,105,9.64,36.7761,-50.2843,3,3,379
TIC 270286384,270286384,105,105,9.67,20.0242,-45.977,3,4,380
TIC 123290326,123290326,105,105,9.39,29.2236,-33.7,4,1,381
TIC 152361684,152361684,105,105,9.52,45.0544,-40.6917,4,2,382
TIC 142943588,142943588,105,105,9.48,52.9397,-34.6197,4,3,383
TIC 65344233,65344233,105,105,9.63,39.1944,-25.7025,4,4,384
TIC 219968695,219968695,105,105,9.38,305.987,-56.4637,1,1,385
TIC 389657828,389657828,105,105,9.66,320.9828,-44.2796,1,2,386
TIC 92352692,92352692,105,105,9.66,313.7824,-33.9695,1,3,387
TIC 421439215,421439215,105,105,9.47,293.3675,-45.5772,1,4,388
TIC 355767860,355767860,105,105,9.35,4.3475,-62.0982,2,1,389
TIC 144381527,144381527,105,105,9.69,356.8195,-46.7125,2,2,390
TIC 279326808,279326808,105,105,9.79,332.3482,-41.975,2,3,391
TIC 140069261,140069261,105,105,9.45,330.2993,-51.7627,2,4,392
TIC 469940179,469940179,105,105,9.87,4.4395,-48.1623,3,1,393
TIC 230982818,230982818,105,105,9.41,24.7183,-55.3331,3,2,394
TIC 220021172,220021172,105,105,9.66,33.2139,-49.0552,3,3,395
TIC 41898474,41898474,105,105,9.68,21.6055,-41.464,3,4,396
TIC 123333930,123333930,105,105,9.39,30.3788,-32.8907,4,1,397
TIC 147425925,147425925,105,105,9.53,40.8412,-41.8523,4,2,398
TIC 168832753,168832753,105,105,9.48,64.29,-32.6479,4,3,399
TIC 64071894,64071894,105,105,9.64,39.1367,-22.2449,4,4,400
TIC 100735911,100735911,105,105,9.42,311.0874,-53.851,1,1,401
TIC 197592481,197592481,105,105,9.72,326.7145,-37.9832,1,2,402
TIC 278273545,278273545,105,105,9.66,302.9291,-33.9812,1,3,403
TIC 424948708,424948708,105,105,9.49,293.8907,-49.2586,1,4,404
TIC 201232548,201232548,105,105,9.44,359.4151,-52.1956,2,1,405
TIC 201235801,201235801,105,105,9.73,359.9491,-48.4802,2,2,406
TIC 161262655,161262655,105,105,9.8,341.2104,-50.0354,2,3,407
TIC 394584294,394584294,105,105,9.46,340.086,-62.7661,2,4,408
TIC 183534207,183534207,105,105,9.94,5.3892,-39.4299,3,1,409
TIC 206617280,206617280,105,105,9.43,23.2319,-57.2031,3,2,410
TIC 166802125,166802125,105,105,9.67,38.8195,-50.8204,3,3,411
TIC 183587747,183587747,105,105,9.68,16.9279,-41.0693,3,4,412
TIC 111363724,111363724,105,105,9.41,31.6035,-37.3562,4,1,413
TIC 165193258,165193258,105,105,9.56,48.1025,-40.7253,4,2,414
TIC 89148110,89148110,105,105,9.5,55.6484,-24.7073,4,3,415
TIC 144497481,144497481,105,105,9.64,49.8423,-26.8601,4,4,416
TIC 360914993,360914993,105,105,9.42,310.5536,-57.6698,1,1,417
TIC 91430436,91430436,105,105,9.74,313.3593,-45.3294,1,2,418
TIC 34720292,34720292,105,105,9.68,306.3815,-35.804,1,3,419
TIC 129571108,129571108,105,105,9.5,305.4839,-47.0358,1,4,420
TIC 355401233,355401233,105,105,9.45,349.737,-52.0695,2,1,421
TIC 183229432,183229432,105,105,9.74,357.3833,-41.9834,2,2,422
TIC 393908421,393908421,105,105,9.8,338.0591,-41.2418,2,3,423
TIC 403267827,403267827,105,105,9.49,331.5046,-61.4381,2,4,424
TIC 118826478,118826478,105,105,9.96,11.1317,-37.83,3,1,425
TIC 281575427,281575427,105,105,9.45,7.9756,-56.9651,3,2,426
TIC 231276203,231276203,105,105,9.68,41.8739,-50.9372,3,3,427
TIC 100100123,100100123,105,105,9.72,24.4105,-42.1832,3,4,428
TIC 122686574,122686574,105,105,9.41,42.4176,-30.4702,4,1,429
TIC 340794289,340794289,105,105,9.57,36.6522,-41.3291,4,2,430
TIC 89257074,89257074,105,105,9.5,58.7916,-27.6248,4,3,431
TIC 144601033,144601033,105,105,9.66,53.3107,-24.504,4,4,432
TIC 341199549,341199549,105,105,9.43,314.6504,-59.9987,1,1,433
TIC 129679884,129679884,105,105,9.74,321.7799,-37.7037,1,2,434
TIC 48788702,48788702,105,105,9.77,301.9398,-31.7595,1,3,435
TIC 305068980,305068980,105,105,9.54,289.6602,-50.6118,1,4,436
TIC 201293974,201293974,105,105,9.47,3.1245,-56.4134,2,1,437
TIC 139328314,139328314,105,105,9.79,348.8464,-47.0614,2,2,438
TIC 278709604,278709604,105,105,9.89,335.2309,-41.5222,2,3,439
TIC 259784185,259784185,105,105,9.51,323.3435,-60.4056,2,4,440
TIC 120523573,120523573,105,105,10.0,2.9697,-38.4021,3,1,441
TIC 281797748,281797748,105,105,9.45,13.9293,-55.9649,3,2,442
TIC 229144144,229144144,105,105,9.78,26.7019,-51.8944,3,3,443
TIC 111246058,111246058,105,105,9.73,30.4505,-40.2039,3,4,444
TIC 122610285,122610285,105,105,9.44,40.6547,-29.8902,4,1,445
TIC 79566479,79566479,105,105,9.61,52.9827,-43.9871,4,2,446
TIC 129809776,129809776,105,105,9.5,54.2662,-38.8357,4,3,447
TIC 88465902,88465902,105,105,9.67,46.7912,-26.4104,4,4,448
TIC 231636635,231636635,105,105,9.44,318.0009,-57.6244,1,1,449
TIC 79493912,79493912,105,105,9.82,322.0905,-48.4114,1,2,450
TIC 336772083,336772083,105,105,9.82,300.6449,-32.1229,1,3,451
TIC 406238813,406238813,105,105,9.54,293.1378,-51.9833,1,4,452
TIC 262786727,262786727,105,105,9.52,347.9271,-56.7897,2,1,453
TIC 139147922,139147922,105,105,9.82,344.456,-42.2646,2,2,454
TIC 207081058,207081058,105,105,9.94,331.8677,-41.8155,2,3,455
TIC 219326697,219326697,105,105,9.52,331.5923,-58.4469,2,4,456
TIC 101992308,101992308,105,105,10.01,15.511,-47.407,3,1,457
TIC 158531764,158531764,105,105,9.48,19.3574,-51.9649,3,2,458
TIC 382418385,382418385,105,105,9.82,35.1349,-52.0143,3,3,459
TIC 100030126,100030126,105,105,9.77,23.3982,-44.7806,3,4,460
TIC 32422391,32422391,105,105,9.46,27.2704,-30.5134,4,1,461
TIC 146728847,146728847,105,105,9.61,45.2234,-46.2319,4,2,462
TIC 166933737,166933737,105,105,9.53,60.2727,-34.7193,4,3,463
TIC 92249685,92249685,105,105,9.67,49.4757,-21.4323,4,4,464
TIC 370133561,370133561,105,105,9.47,306.9588,-56.5087,1,1,465
TIC 126748132,126748132,105,105,9.83,316.0128,-44.7712,1,2,466
TIC 441399186,441399186,105,105,9.99,310.5232,-33.1564,1,3,467
TIC 425719325,425719325,105,105,9.55,289.6309,-44.5625,1,4,468
TIC 201289552,201289552,105,105,9.54,2.491,-53.9587,2,1,469
TIC 2055602945,2055602945,105,105,9.85,348.8461,-47.0617,2,2,470
TIC 160037228,160037228,105,105,10.05,336.7408,-40.4355,2,3,471
TIC 161137502,161137502,105,105,9.55,338.7938,-53.6118,2,4,472
TIC 183582058,183582058,105,105,10.1,11.9577,-39.7784,3,1,473
TIC 207091129,207091129,105,105,9.48,24.0806,-53.2222,3,2,474
TIC 229139987,229139987,105,105,9.83,26.1984,-53.336,3,3,475
TIC 32256081,32256081,105,105,9.79,22.7869,-34.3283,3,4,476
TIC 146251521,146251521,105,105,9.49,35.2957,-35.1053,4,1,477
TIC 79548028,79548028,105,105,9.63,50.7849,-42.6916,4,2,478
TIC 325707564,325707564,105,105,9.53,56.7168,-27.3058,4,3,479
TIC 88346010,88346010,105,105,9.7,44.1864,-27.0279,4,4,480
TIC 1989054789,1989054789,105,105,9.48,318.0012,-57.624,1,1,481
TIC 197598527,197598527,105,105,9.84,327.2999,-41.5597,1,2,482
TIC 300664197,300664197,105,105,10.0,299.6426,-39.8061,1,3,483
TIC 129543867,129543867,105,105,9.58,305.1845,-45.6636,1,4,484
TIC 197956827,197956827,105,105,9.59,347.6636,-52.639,2,1,485
TIC 144307668,144307668,105,105,9.88,354.7551,-45.4008,2,2,486
TIC 389724536,389724536,105,105,10.05,329.3605,-43.5201,2,3,487
TIC 139843624,139843624,105,105,9.56,325.5904,-52.9945,2,4,488
TIC 179677291,179677291,105,105,10.21,13.3498,-41.24,3,1,489
TIC 231013930,231013930,105,105,9.52,26.5423,-56.7551,3,2,490
TIC 311410342,311410342,105,105,9.85,36.2329,-42.8726,3,3,491
TIC 41865879,41865879,105,105,9.81,21.3902,-41.8098,3,4,492
TIC 65291058,65291058,105,105,9.51,38.3837,-28.8811,4,1,493
TIC 142305546,142305546,105,105,9.67,41.3097,-43.7388,4,2,494
TIC 140142451,140142451,105,105,9.59,58.3974,-38.5249,4,3,495
TIC 88404851,88404851,105,105,9.71,45.2823,-26.6779,4,4,496
TIC 79305440,79305440,105,105,9.49,319.2664,-53.8175,1,1,497
TIC 159836771,159836771,105,105,9.87,320.1543,-36.3963,1,2,498
TIC 389201834,389201834,105,105,10.0,302.8028,-40.5346,1,3,499
TIC 143398876,143398876,105,105,9.62,294.3496,-47.2283,1,4,500
TIC 319244977,319244977,105,105,9.6,351.3087,-54.7921,2,1,501
TIC 139300891,139300891,105,105,9.9,348.2112,-44.7519,2,2,502
TIC 382382077,382382077,105,105,10.06,335.2679,-47.2964,2,3,503
TIC 355582950,355582950,105,105,9.56,323.195,-58.0063,2,4,504
TIC 118585685,118585685,105,105,10.23,10.8536,-41.2971,3,1,505
TIC 158620515,158620515,105,105,9.53,22.1653,-53.365,3,2,506
TIC 229151691,229151691,105,105,9.99,28.0615,-52.326,3,3,507
TIC 115272577,115272577,105,105,9.88,25.6004,-39.3824,3,4,508
TIC 111270320,111270320,105,105,9.51,31.1262,-36.5309,4,1,509
TIC 301049798,301049798,105,105,9.74,48.2745,-47.0284,4,2,510
TIC 168850347,168850347,105,105,9.59,64.8367,-31.7866,4,3,511
TIC 92305469,92305469,105,105,9.73,50.9046,-23.4263,4,4,512
TIC 100660877,100660877,105,105,9.51,310.2763,-51.6966,1,1,513
TIC 126700850,126700850,105,105,9.89,315.2594,-45.1159,1,2,514
TIC 34640040,34640040,105,105,10.08,305.9556,-32.2353,1,3,515
TIC 101230735,101230735,105,105,9.66,299.291,-48.9345,1,4,516
TIC 237314921,237314921,105,105,9.61,344.1134,-62.7529,2,1,517
TIC 152825521,152825521,105,105,9.91,344.5702,-41.8261,2,2,518
TIC 279315384,279315384,105,105,10.1,331.8736,-43.767,2,3,519
TIC 277683130,277683130,105,105,9.57,328.9259,-61.6732,2,4,520
TIC 80428275,80428275,105,105,10.28,10.6015,-46.5866,3,1,521
TIC 355508699,355508699,105,105,9.54,15.1261,-54.9537,3,2,522
TIC 158646362,158646362,105,105,10.14,24.9378,-51.7113,3,3,523
TIC 32355614,32355614,105,105,9.89,25.7537,-31.0249,3,4,524
TIC 123318159,123318159,105,105,9.51,29.5607,-35.1064,4,1,525
TIC 401912310,401912310,105,105,9.76,52.5213,-42.3334,4,2,526
TIC 142959260,142959260,105,105,9.6,53.3061,-30.5125,4,3,527
TIC 71469167,71469167,105,105,9.75,47.8014,-22.1182,4,4,528
TIC 387218019,387218019,105,105,9.52,304.8114,-54.5456,1,1,529
TIC 126564556,126564556,105,105,9.91,314.0131,-42.2234,1,2,530
TIC 278457891,278457891,105,105,10.08,303.7451,-30.5457,1,3,531
TIC 128881304,128881304,105,105,9.74,301.016,-45.7923,1,4,532
TIC 201235927,201235927,105,105,9.62,0.1179,-54.0749,2,1,533
TIC 197955324,197955324,105,105,9.91,347.576,-50.2689,2,2,534
TIC 144218442,144218442,105,105,10.13,328.5943,-44.1635,2,3,535
TIC 139986805,139986805,105,105,9.61,327.7836,-52.3312,2,4,536
TIC 120566980,120566980,105,105,10.34,3.9619,-41.1279,3,1,537
TIC 206534722,206534722,105,105,9.57,17.4323,-58.8514,3,2,538
TIC 7242783,7242783,105,105,10.27,32.688,-47.5657,3,3,539
TIC 67567387,67567387,105,105,9.89,16.3791,-35.3778,3,4,540
TIC 152319433,152319433,105,105,9.51,33.998,-38.4613,4,1,541
TIC 401889117,401889117,105,105,9.77,52.2431,-42.2606,4,2,542
TIC 168702754,168702754,105,105,9.62,61.9204,-32.502,4,3,543
TIC 88465923,88465923,105,105,9.75,46.8046,-26.479,4,4,544
TIC 219299142,219299142,105,105,9.54,314.9493,-54.6141,1,1,545
TIC 92562123,92562123,105,105,9.93,315.1718,-35.8712,1,2,546
TIC 439444938,439444938,105,105,10.2,301.5404,-33.6674,1,3,547
TIC 406239216,406239216,105,105,9.77,293.1522,-51.5704,1,4,548
TIC 231713114,231713114,105,105,9.62,352.5079,-54.3172,2,1,549
TIC 355365759,355365759,105,105,9.95,349.0098,-49.8484,2,2,550
TIC 278830575,278830575,105,105,10.22,336.5134,-40.8465,2,3,551
TIC 403135192,403135192,105,105,9.7,333.5599,-59.5683,2,4,552
TIC 102070545,102070545,105,105,10.4,17.5067,-44.269,3,1,553
TIC 382534881,382534881,105,105,9.66,16.1375,-52.1622,3,2,554
TIC 219989145,219989145,105,105,10.32,30.4622,-52.8354,3,3,555
TIC 115284172,115284172,105,105,9.92,26.617,-40.5262,3,4,556
TIC 72669052,72669052,105,105,9.53,33.459,-26.4178,4,1,557
TIC 152358476,152358476,105,105,9.79,42.3979,-36.0225,4,2,558
TIC 176852917,176852917,105,105,9.63,49.7869,-35.1169,4,3,559
TIC 209463181,209463181,105,105,9.76,47.3146,-30.7149,4,4,560
TIC 101590523,101590523,105,105,9.57,302.2609,-53.4097,1,1,561
TIC 115113541,115113541,105,105,9.94,316.7063,-36.5103,1,2,562
TIC 300787357,300787357,105,105,10.27,300.1105,-38.0664,1,3,563
TIC 404123632,404123632,105,105,9.78,292.4873,-49.6897,1,4,564
TIC 350222366,350222366,105,105,9.62,355.9426,-63.2404,2,1,565
TIC 144313450,144313450,105,105,10.05,355.2459,-43.6054,2,2,566
TIC 161265020,161265020,105,105,10.31,341.3202,-48.5226,2,3,567
TIC 231692304,231692304,105,105,9.73,321.374,-56.7431,2,4,568
TIC 118327563,118327563,105,105,10.52,10.7434,-38.1271,3,1,569
TIC 158569305,158569305,105,105,9.72,21.301,-50.8353,3,2,570
TIC 219990365,219990365,105,105,10.32,30.7619,-49.3424,3,3,571
TIC 160197441,160197441,105,105,9.96,27.8396,-41.9275,3,4,572
TIC 70552499,70552499,105,105,9.54,33.2552,-35.5973,4,1,573
TIC 159973423,159973423,105,105,9.8,50.1061,-38.32,4,2,574
TIC 89183762,89183762,105,105,9.7,56.2511,-25.5896,4,3,575
TIC 65399266,65399266,105,105,9.78,40.6377,-24.6903,4,4,576
TIC 231639001,231639001,105,105,9.59,318.1059,-55.5628,1,1,577
TIC 139068052,139068052,105,105,9.99,319.3301,-47.2398,1,2,578
TIC 290596728,290596728,105,105,10.28,306.8959,-40.3635,1,3,579
TIC 101399331,101399331,105,105,9.81,300.5833,-48.9871,1,4,580
TIC 201333285,201333285,105,105,9.64,4.7067,-59.4739,2,1,581
TIC 469937472,469937472,105,105,10.12,1.6194,-49.1819,2,2,582
TIC 144193715,144193715,105,105,10.34,327.7528,-43.5624,2,3,583
TIC 469909859,469909859,105,105,9.74,340.6479,-59.0256,2,4,584
TIC 102032397,102032397,105,105,10.59,16.1584,-46.8607,3,1,585
TIC 281499547,281499547,105,105,9.77,6.3645,-58.4385,3,2,586
TIC 220017485,220017485,105,105,10.34,32.7435,-53.0689,3,3,587
TIC 32209547,32209547,105,105,9.98,22.7813,-32.1066,3,4,588
TIC 72778816,72778816,105,105,9.55,35.362,-24.7432,4,1,589
TIC 175491080,175491080,105,105,9.82,45.1952,-37.1337,4,2,590
TIC 89149400,89149400,105,105,9.72,55.8491,-26.3548,4,3,591
TIC 97507465,97507465,105,105,9.78,44.3821,-20.799,4,4,592
TIC 79173228,79173228,105,105,9.6,317.1615,-51.3526,1,1,593
TIC 139720301,139720301,105,105,10.07,322.7362,-48.3606,1,2,594
TIC 34801760,34801760,105,105,10.32,307.0674,-34.9751,1,3,595
TIC 129036596,129036596,105,105,9.85,301.7815,-45.5528,1,4,596
TIC 219341356,219341356,105,105,9.64,354.8967,-59.7366,2,1,597
TIC 206353405,206353405,105,105,10.14,355.0896,-48.9019,2,2,598
TIC 152937678,152937678,105,105,10.45,338.7197,-39.3856,2,3,599
TIC 219319928,219319928,105,105,9.75,326.4723,-59.1424,2,4,600
TIC 180285181,180285181,105,105,10.63,14.5688,-41.6141,3,1,601
TIC 281599553,281599553,105,105,9.82,9.0753,-55.4082,3,2,602
TIC 229141028,229141028,105,105,10.35,26.1087,-48.1871,3,3,603
TIC 42054565,42054565,105,105,9.99,24.1682,-36.4143,3,4,604
TIC 33597429,33597429,105,105,9.59,29.0462,-29.6087,4,1,605
TIC 142179287,142179287,105,105,9.85,37.8011,-43.5884,4,2,606
TIC 129863036,129863036,105,105,9.76,55.6335,-38.7217,4,3,607
TIC 71446265,71446265,105,105,9.82,47.5388,-23.3531,4,4,608
TIC 219955579,219955579,105,105,9.6,305.4476,-54.063,1,1,609
TIC 197614781,197614781,105,105,10.1,327.8794,-40.5493,1,2,610
TIC 152711566,152711566,105,105,10.38,304.5639,-33.9664,1,3,611
TIC 129570681,129570681,105,105,9.85,305.4865,-47.7236,1,4,612
TIC 267039170,267039170,105,105,9.68,353.0965,-56.5968,2,1,613
TIC 183537452,183537452,105,105,10.25,357.879,-39.9074,2,2,614
TIC 71271938,71271938,105,105,10.59,330.1888,-43.3731,2,3,615
TIC 406276748,406276748,105,105,9.83,326.0903,-60.2167,2,4,616
TIC 115693579,115693579,105,105,10.67,7.0791,-37.5306,3,1,617
TIC 206584764,206584764,105,105,9.83,20.3267,-54.5739,3,2,618
TIC 7242537,7242537,105,105,10.38,32.7314,-46.0665,3,3,619
TIC 229092618,229092618,105,105,10.01,18.7733,-44.271,3,4,620
TIC 72582298,72582298,105,105,9.61,30.8561,-28.8297,4,1,621
TIC 209453856,209453856,105,105,9.85,46.1808,-34.1802,4,2,622
TIC 168752359,168752359,105,105,9.82,62.8586,-33.347,4,3,623
TIC 65481265,65481265,105,105,9.83,42.744,-26.8448,4,4,624
TIC 354171926,354171926,105,105,9.61,313.8899,-56.7421,1,1,625
TIC 382264113,382264113,105,105,10.14,323.8557,-40.7478,1,2,626
TIC 34803944,34803944,105,105,10.46,307.085,-31.4518,1,3,627
TIC 101180943,101180943,105,105,9.88,299.288,-52.9343,1,4,628
TIC 234996933,234996933,105,105,9.69,350.6965,-62.4081,2,1,629
TIC 139148528,139148528,105,105,10.28,344.6231,-44.717,2,2,630
TIC 214568687,214568687,105,105,10.66,340.7494,-40.4728,2,3,631
TIC 197764476,197764476,105,105,9.9,327.0035,-59.6633,2,4,632
TIC 616375440,616375440,105,105,10.68,14.5696,-41.6143,3,1,633
TIC 281787592,281787592,105,105,9.85,13.4469,-54.2698,3,2,634
TIC 219987193,219987193,105,105,10.43,30.1882,-50.9309,3,3,635
TIC 123267377,123267377,105,105,10.21,28.4667,-34.0341,3,4,636
TIC 70553727,70553727,105,105,9.62,33.5521,-31.5464,4,1,637
TIC 91594650,91594650,105,105,9.87,38.436,-40.8209,4,2,638
TIC 142929481,142929481,105,105,9.83,52.0536,-31.8232,4,3,639
TIC 137885896,137885896,105,105,9.85,48.7347,-23.1167,4,4,640
TIC 219305761,219305761,105,105,9.63,315.3705,-59.2715,1,1,641
TIC 147352384,147352384,105,105,10.21,326.4987,-45.0419,1,2,642
TIC 269586136,269586136,105,105,10.46,301.7738,-40.1744,1,3,643
TIC 129400638,129400638,105,105,9.89,304.0722,-43.7976,1,4,644
TIC 355687188,355687188,105,105,9.7,0.318,-60.6159,2,1,645
TIC 382451997,382451997,105,105,10.28,350.5277,-46.9416,2,2,646
TIC 278848827,278848827,105,105,10.72,336.8222,-41.5697,2,3,647
TIC 197761244,197761244,105,105,9.91,326.6913,-57.8595,2,4,648
TIC 160148045,160148045,105,105,10.69,1.0077,-45.2585,3,1,649
TIC 281574579,281574579,105,105,9.86,7.6045,-58.3944,3,2,650
TIC 229149671,229149671,105,105,10.44,27.6083,-51.0479,3,3,651
TIC 340783851,340783851,105,105,10.22,30.3971,-37.2654,3,4,652
TIC 70514094,70514094,105,105,9.63,32.6572,-33.8788,4,1,653
TIC 146761203,146761203,105,105,9.87,46.1001,-45.6241,4,2,654
TIC 166871595,166871595,105,105,9.83,59.3046,-34.9673,4,3,655
TIC 88379180,88379180,105,105,9.86,44.8574,-29.7912,4,4,656
TIC 219971279,219971279,105,105,9.68,306.1622,-57.9225,1,1,657
TIC 147382767,147382767,105,105,10.21,326.5496,-44.6573,1,2,658
TIC 354846183,354846183,105,105,10.46,300.5596,-39.5066,1,3,659
TIC 101180944,101180944,105,105,9.95,299.301,-52.9334,1,4,660
TIC 220491879,220491879,105,105,9.72,344.359,-56.7614,2,1,661
TIC 2055600926,2055600926,105,105,10.38,350.5274,-46.9411,2,2,662
TIC 2027125042,2027125042,105,105,10.75,335.2683,-47.2969,2,3,663
TIC 231268445,231268445,105,105,9.94,334.7559,-51.5331,2,4,664
TIC 101948569,101948569,105,105,10.7,14.755,-44.1609,3,1,665
TIC 156015755,156015755,105,105,9.9,8.9005,-52.508,3,2,666
TIC 199731120,199731120,105,105,10.46,21.2289,-46.8073,3,3,667
TIC 32432349,32432349,105,105,10.28,27.187,-34.6095,3,4,668
TIC 129739941,129739941,105,105,9.63,35.2679,-36.0038,4,1,669
TIC 142300524,142300524,105,105,9.88,40.8476,-42.5338,4,2,670
TIC 168633690,168633690,105,105,9.85,60.6427,-30.1336,4,3,671
TIC 88533712,88533712,105,105,9.88,48.7183,-25.6602,4,4,672
TIC 219317273,219317273,105,105,9.7,320.1836,-54.6331,1,1,673
TIC 147302016,147302016,105,105,10.25,325.1003,-47.8548,1,2,674
TIC 355055605,355055605,105,105,10.48,303.7143,-39.609,1,3,675
TIC 61516388,61516388,105,105,9.97,288.2485,-47.161,1,4,676
TIC 234991938,234991938,105,105,9.72,349.8897,-61.7389,2,1,677
TIC 161382215,161382215,105,105,10.56,345.0006,-49.0103,2,2,678
TIC 89020549,89020549,105,105,10.81,338.3998,-43.437,2,3,679
TIC 197985726,197985726,105,105,9.95,334.7477,-54.7445,2,4,680
TIC 80288829,80288829,105,105,10.71,7.6593,-43.482,3,1,681
TIC 369667376,369667376,105,105,9.91,18.7151,-50.2198,3,2,682
TIC 184240478,184240478,105,105,10.58,29.2927,-45.495,3,3,683
TIC 41957388,41957388,105,105,10.29,22.3502,-38.2994,3,4,684
TIC 322736598,322736598,105,105,9.66,34.1674,-31.4428,4,1,685
TIC 142305549,142305549,105,105,9.88,41.295,-43.7451,4,2,686
TIC 166790639,166790639,105,105,9.91,57.7597,-29.9616,4,3,687
TIC 144575142,144575142,105,105,9.88,52.5577,-25.0196,4,4,688
TIC 230977118,230977118,105,105,9.71,300.3789,-55.7546,1,1,689
TIC 165062587,165062587,105,105,10.27,322.3316,-38.8258,1,2,690
TIC 34686490,34686490,105,105,10.49,306.38,-31.325,1,3,691
TIC 79748331,79748331,105,105,10.01,296.0039,-47.5623,1,4,692
TIC 161378168,161378168,105,105,9.74,344.652,-52.7915,2,1,693
TIC 139251123,139251123,105,105,10.63,347.1363,-45.0265,2,2,694
TIC 279255939,279255939,105,105,10.81,331.6865,-47.7375,2,3,695
TIC 316830752,316830752,105,105,9.99,323.939,-58.2724,2,4,696
TIC 116880230,116880230,105,105,10.79,8.7188,-39.5365,3,1,697
TIC 206543261,206543261,105,105,9.93,18.1851,-57.3697,3,2,698
TIC 311402801,311402801,105,105,10.61,35.9308,-42.8374,3,3,699
TIC 401842012,401842012,105,105,10.34,26.699,-43.2423,3,4,700
TIC 91611096,91611096,105,105,9.69,38.9006,-37.0009,4,1,701
TIC 175533160,175533160,105,105,9.9,46.018,-38.7908,4,2,702
TIC 44791028,44791028,105,105,9.93,61.8759,-29.805,4,3,703
TIC 65323949,65323949,105,105,9.9,38.6892,-24.3319,4,4,704
TIC 387313667,387313667,105,105,9.73,312.5286,-56.0958,1,1,705
TIC 147283842,147283842,105,105,10.35,324.7951,-46.0977,1,2,706
TIC 211331165,211331165,105,105,10.52,300.4051,-33.221,1,3,707
TIC 424842644,424842644,105,105,10.04,291.1274,-50.1909,1,4,708
TIC 280792839,280792839,105,105,9.74,359.0214,-63.0541,2,1,709
TIC 382451954,382451954,105,105,10.68,350.6665,-47.0025,2,2,710
TIC 2055459116,2055459116,105,105,10.85,341.3195,-48.5228,2,3,711
TIC 394485271,394485271,105,105,9.99,319.3608,-59.0243,2,4,712
TIC 80453023,80453023,105,105,10.81,11.9104,-47.696,3,1,713
TIC 230982885,230982885,105,105,9.97,24.6057,-55.7719,3,2,714
TIC 207085966,207085966,105,105,10.72,23.1673,-48.1398,3,3,715
TIC 32316045,32316045,105,105,10.36,25.2563,-35.1628,3,4,716
TIC 72746516,72746516,105,105,9.71,34.6109,-26.9586,4,1,717
TIC 321054947,321054947,105,105,9.93,44.108,-40.735,4,2,718
TIC 168673608,168673608,105,105,9.93,61.1818,-34.9733,4,3,719
TIC 88533137,88533137,105,105,9.9,48.5335,-25.7773,4,4,720
TIC 387294430,387294430,105,105,9.74,312.3008,-58.1763,1,1,721
TIC 159859403,159859403,105,105,10.35,325.5974,-38.4763,1,2,722
TIC 300840529,300840529,105,105,10.52,300.3434,-36.6386,1,3,723
TIC 143256723,143256723,105,105,10.07,293.4583,-47.1007,1,4,724
TIC 235004381,235004381,105,105,9.75,351.9191,-62.3477,2,1,725
TIC 197954314,197954314,105,105,10.71,347.1217,-49.5158,2,2,726
TIC 279255411,279255411,105,105,10.88,331.5407,-46.064,2,3,727
TIC 406276747,406276747,105,105,10.01,326.0914,-60.2144,2,4,728
TIC 80426927,80426927,105,105,10.86,10.4982,-44.9928,3,1,729
