target,tic_id,ra,dec,tmag,teff_k,radius_solar,distance_pc,contamination_ratio,gaia_source_id
TIC 233501287,233501287,250.7168918526,74.87591614025,12.931,3229.0,0.261,38.6927,0.0047,1655056134162726656
TIC 198157501,198157501,242.91715860437,64.79268614467,12.932,3512.0,0.462,89.9954,0.0126,1641741941703542272
TIC 462620192,462620192,259.9107874994,57.06550418207,12.932,3590.0,0.364,68.1177,0.0483,1432919051223515008
TIC 229607373,229607373,273.9493781649,72.60289856894,12.934,3582.0,0.458,91.7565,0.0088,2266680161675988992
TIC 341874772,341874772,275.35436445278,77.68491455665,12.936,3863.0,0.567,133.466,0.0096,2293554287443150080
TIC 356014712,356014712,254.0730755781,67.33479113494,12.937,3761.0,0.575,132.187,0.0041,1636605710573049856
TIC 232608892,232608892,258.43527114751,64.37474674024,12.939,3505.0,0.427,80.5994,0.6295,1631399419936207616
TIC 229502129,229502129,296.74612280436,62.7568973365,12.943,3546.0,0.423,81.3796,0.5243,2241385484363408000
TIC 230119054,230119054,249.60465641951,68.13877976622,12.943,3508.0,0.491,96.7365,0.1136,1648748476471670656
TIC 230069233,230069233,242.90305406313,71.54536295912,12.944,3560.0,0.426,82.3885,0.0025,1653980468192762368
TIC 332504630,332504630,267.23244742696,59.28357430455,12.947,3444.0,0.435,73.717,0.1132,1422982043089431808
TIC 441805730,441805730,265.67969834021,74.98958840247,12.947,3611.0,0.543,115.03,0.0068,1655846957900698112
TIC 420137203,420137203,291.92895026969,73.82781833075,12.949,3426.0,0.376,67.4147,0.0058,2264972517038593920
TIC 229704090,229704090,277.80800619321,66.83376769619,12.95,3452.0,0.407,74.2111,0.0478,2257315037026823296
TIC 288523776,288523776,274.33538747211,78.16158509464,12.952,3397.0,0.343,60.4199,0.0029,2293781267873849728
TIC 289581485,289581485,252.26515751071,64.36035785131,12.952,3722.0,0.496,108.394,0.0773,1634950739415310848
TIC 230133607,230133607,252.27091977577,69.55503888548,12.954,3671.0,0.471,99.2023,0.2033,1649272153244294784
TIC 233682516,233682516,260.66067143282,62.10177851985,12.954,3458.0,0.423,78.1161,0.021,1440030967310140928
TIC 229749275,229749275,280.34626257909,67.24988397406,12.956,3620.0,0.583,131.718,0.0131,2258615690563635584
TIC 232682362,232682362,282.45291366632,59.40388592076,12.956,3507.0,0.38,71.1967,0.0104,2156125500157823744
TIC 233532668,233532668,280.47144956804,62.45822331262,12.958,3767.0,0.578,134.249,0.0495,2157158564347684352
TIC 230125089,230125089,250.79893523607,69.50435829412,12.961,3356.0,0.367,62.451,0.8553,1650006833169924224
TIC 259232212,259232212,292.70430933594,70.6515955879,12.961,3576.0,0.38,72.6288,0.0154,2263368226494912384
TIC 236767740,236767740,273.76635297593,69.10888718341,12.963,3613.0,0.459,93.8514,0.0059,2259813436682441600
TIC 353937502,353937502,272.04392759158,59.68302195691,12.964,3437.0,0.495,97.7479,0.1503,2152627717447048320
TIC 357045445,357045445,274.30442629296,55.66371216907,12.965,3563.0,0.557,112.337,0.0145,2149337154023467520
TIC 219775481,219775481,263.59498843033,63.55735629686,12.968,3196.0,0.165,23.7163,0.0537,1440254133811195904
TIC 230114598,230114598,248.73525541533,70.31684673156,12.968,3494.0,0.377,71.5361,0.0281,1649973744742416640
TIC 233616461,233616461,283.73169006417,64.46861573986,12.97,3580.0,0.441,88.248,0.0647,2253602020619765248
TIC 230072725,230072725,243.85743672421,68.19242627994,12.972,3393.0,0.443,79.2194,0.0754,1643496178145292416
TIC 219881072,219881072,261.27124829164,69.59479259949,12.973,3059.0,0.195,24.9694,0.0087,1638426776706401920
TIC 389917517,389917517,276.12796109268,58.4235560729,12.973,3531.0,0.508,101.768,0.0159,2157515871267087872
TIC 441811894,441811894,266.95852785921,73.17616584069,12.973,3136.0,0.278,41.2466,0.0132,1651646445525996160
TIC 230071466,230071466,243.5675892003,69.75998467072,12.974,3637.0,0.596,125.61,0.0541,1646886316090911744
TIC 233629963,233629963,284.55494482482,64.48904608572,12.974,3910.0,0.583,143.658,0.0272,2253557627837877248
TIC 258700593,258700593,285.76040157584,67.88462464135,12.975,3317.0,0.313,51.3092,0.03,2255960163824146560
TIC 235678882,235678882,285.30477898286,75.832136536,12.978,3532.0,0.55,118.589,9.0E-4,2268388802745754624
TIC 280069361,280069361,297.95996049827,67.62466806346,12.978,3418.0,0.563,114.714,0.0486,2249196655484733696
TIC 441789247,441789247,262.32421279172,73.5841545506,12.98,3905.0,0.568,141.731,0.0529,1652610614143768832
TIC 229588207,229588207,271.64671084897,75.08142134881,12.981,3505.0,0.397,75.1742,0.0288,2269044592712007808
TIC 377252767,377252767,286.2256086492,58.46857670558,12.985,3736.0,0.578,134.413,0.0104,2155132439295762432
TIC 272786763,272786763,239.3451070982,70.05797672735,12.986,3531.0,0.43,85.4595,0.0025,1647799872814967552
TIC 229689348,229689348,263.23532210847,57.09233669542,12.987,3365.0,0.43,76.4907,0.0336,1422141810046979584
TIC 287137160,287137160,252.68946766784,63.50038973584,12.992,3591.0,0.524,111.503,0.0029,1631664024281470208
TIC 233130965,233130965,274.1059082285,60.30845568724,12.993,3568.0,0.487,102.4,0.0491,2158533056960834432
TIC 198382049,198382049,257.4871351784,56.21800117157,12.997,3589.0,0.428,85.4231,0.0603,1432411179930986368
TIC 229586554,229586554,271.46234958193,75.4211421577,12.998,3439.0,0.412,77.1176,0.0021,2269056068864762496
TIC 233096878,233096878,273.12510270004,64.504718042,12.999,3445.0,0.408,77.394,0.0035,2161289051575600768
TIC 229941196,229941196,288.13100722114,62.53987047529,13.005,3656.0,0.445,93.6491,0.5709,2252442070211908736
TIC 232607175,232607175,258.21137205461,60.58734320098,13.007,3729.0,0.566,131.398,0.0169,1437559093372139008
TIC 233073893,233073893,271.14655870176,63.56240765026,13.008,3734.0,0.535,123.36,0.0055,2160989915693102592
TIC 441793937,441793937,263.57213134255,72.69435900059,13.01,3514.0,0.447,90.4368,0.1118,1652268837826658688
TIC 230010341,230010341,291.29828571404,60.54415525003,13.011,3904.0,0.576,142.131,0.2074,2239662858880018688
TIC 230391647,230391647,286.24953097675,61.45771024547,13.011,3416.0,0.385,70.2584,0.0036,2252090741885213440
TIC 235681781,235681781,286.97433982871,77.31200651113,13.012,3556.0,0.564,122.971,0.0099,2292595818245719168
TIC 233196182,233196182,264.46323133721,71.10475015694,13.015,3859.0,0.59,146.798,0.0024,1639129261557413376
TIC 279979393,279979393,297.13432364027,70.31757817379,13.016,3850.0,0.569,138.118,0.0211,2251197697927181952
TIC 219771638,219771638,262.94484864691,62.60489555459,13.019,3492.0,0.507,105.19,0.0038,1439411113334726784
TIC 233201320,233201320,265.28336922897,67.97941861635,13.022,3878.0,0.588,147.15,0.001,1634611127760738688
TIC 359679087,359679087,281.04639878995,55.9934778645,13.022,3862.0,0.545,133.21,0.0198,2147857967287230720
TIC 376925883,376925883,284.76317799914,76.68612890863,13.022,3803.0,0.583,143.674,0.0085,2292657910587961088
TIC 229406415,229406415,292.83782555014,65.73081252635,13.024,3345.0,0.415,72.9061,0.0166,2242737780587401344
TIC 422828485,422828485,269.86954673574,72.96807052678,13.025,3785.0,0.522,120.987,0.0488,1651408779215365632
TIC 229779843,229779843,283.01975524923,70.00189613211,13.027,3833.0,0.568,138.387,0.0049,2265348927972249856
TIC 264222497,264222497,295.48208121129,71.48465076815,13.027,3876.0,0.564,138.783,0.0155,2263335206786966016
TIC 165555541,165555541,266.93940737096,59.88866219004,13.029,3533.0,0.477,97.281,0.0034,1435070383162337920
TIC 229737193,229737193,279.34308855991,70.16681994327,13.029,3410.0,0.403,75.2252,0.0015,2259590029663543552
TIC 233070039,233070039,270.77074131275,64.75859840595,13.029,3562.0,0.549,120.707,0.4712,2161522422918149760
TIC 229768704,229768704,281.94104084992,69.90213828832,13.033,3784.0,0.558,133.646,0.0012,2265338482611734016
TIC 289537812,289537812,251.48888432999,63.11961686258,13.033,3454.0,0.353,66.1245,0.0103,1631745972257961088
TIC 229709436,229709436,278.40880095888,67.46864551647,13.034,3737.0,0.447,96.0297,0.0296,2258844011023880192
TIC 237208287,237208287,294.07634162721,73.58559045646,13.034,3998.0,0.492,123.765,,2264924275965880576
TIC 377190846,377190846,285.67618672735,59.743058131,13.034,3524.0,0.502,107.384,0.0291,2155627563126107648
TIC 230071938,230071938,243.80354444987,71.85260927581,13.036,3714.0,0.547,127.22,0.0083,1654014484333779584
TIC 1400936171,1400936171,268.72262646736,64.76110860275,13.039,3938.0,0.519,127.827,,1440770693823527168
TIC 233740704,233740704,277.98959587115,61.87300921087,13.04,3337.0,0.28,46.4889,0.0184,2159697508494676480
TIC 233096632,233096632,273.1509371291,65.09640365314,13.042,3761.0,0.588,142.519,0.0546,2161405668527476864
TIC 394121998,394121998,288.44238790809,72.44978154538,13.043,3369.0,0.41,75.5104,0.003,2264514467366396416
TIC 198213522,198213522,248.46299217211,62.51364749108,13.044,3936.0,0.582,151.547,0.0813,1625734358073107840
TIC 230084667,230084667,246.56732649497,68.48982100854,13.045,3665.0,0.529,118.977,0.1767,1649473398232212992
TIC 259037434,259037434,290.54676028965,67.47076286283,13.045,3744.0,0.579,139.694,0.1293,2261098009861123328
